anger,disgust,fear,joy,sadness,analytical,confident,tentative,openness,conscientiousness,extraversion,agreeableness,neuroticism,class
0.112833,0.109742,0.612281,0.055482,0.19872,0,0.751512,0,0.311542,0.079621,0.139977,0.260169,0.034938,FAKE
0.098887,0.130492,0.048357,0.081872,0.259535,0.212313,0,0,0.553583,0.328139,0.727797,0.644766,0.49504,REAL
0.239482,0.077745,0.282457,0.349256,0.088607,0.762356,0,0,0.351593,0.251364,0.730028,0.60921,0.610598,REAL
0.064491,0.236595,0.056347,0.082619,0.141586,0,0,0,0.333106,0.285724,0.583912,0.608136,0.50802,REAL
0.094423,0.554735,0.029722,0.010013,0.170052,0.802429,0,0,0.384155,0.226028,0.678675,0.563168,0.760515,REAL
0.234059,0.698804,0.009112,0.008238,0.162582,0,0,0,0.447926,0.303809,0.699996,0.580467,0.515812,REAL
0.205131,0.108796,0.080648,0.395618,0.25806,0,0,0,0.321437,0.138868,0.467423,0.604603,0.382023,FAKE
0.550049,0.242394,0.095817,0.048299,0.206417,0.551743,0,0,0.325717,0.294794,0.5557,0.747104,0.849256,FAKE
0.177596,0.037821,0.124145,0.114107,0.233151,0,0.660207,0,0.134442,0.120222,0.339551,0.523096,0.071626,REAL
0.078927,0.082074,0.040036,0.604524,0.103693,0.920855,0,0,0.295468,0.348034,0.634459,0.625871,0.691482,REAL
0.050639,0.475466,0.078075,0.053398,0.094346,0,0,0,0.253621,0.825902,0.845914,0.354019,0.906567,REAL
0.451084,0.125391,0.206054,0.018505,0.403922,0,0,0,0.054978,0.476022,0.533109,0.645478,0.811466,FAKE
0.188477,0.426324,0.038537,0.038313,0.357013,0,0,0,0.209965,0.279587,0.674983,0.588568,0.48302,FAKE
0.071541,0.032526,0.632555,0.05385,0.280864,0,0,0,0.48313,0.280188,0.558786,0.604738,0.415797,FAKE
0.066287,0.050732,0.156568,0.375816,0.258502,0,0.21497,0,0.240735,0.439274,0.374613,0.614398,0.549627,FAKE
0.320817,0.020562,0.102321,0.187413,0.42479,0,0,0,0.222902,0.343122,0.561551,0.707527,0.512937,REAL
0.289269,0.200913,0.655289,0.003733,0.046944,0,0,0,0.500016,0.325994,0.730618,0.666145,0.702791,REAL
0.174912,0.115709,0.198775,0.03413,0.299868,0,0,0,0.891098,0.404015,0.547023,0.703058,0.664407,REAL
0.125484,0.380772,0.121462,0.199091,0.236527,0,0,0,0.497826,0.285197,0.618018,0.618941,0.603834,REAL
0.180327,0.213282,0.108243,0.006801,0.264055,0.589295,0,0,0.807025,0.489167,0.769194,0.076719,0.728696,FAKE
0.062941,0.062262,0.014883,0.018832,0.306714,0,0,0,0.37533,0.394488,0.727039,0.688055,0.704211,REAL
0.093147,0.00904,0.506928,0.270984,0.051747,0.653099,0,0,0.373999,0.253373,0.636808,0.574493,0.409425,REAL
0.191696,0.289949,0.068424,0.028407,0.269697,0.065036,0,0,0.368001,0.589983,0.695461,0.359002,0.768785,FAKE
0.207656,0.438193,0.215537,0.092346,0.216036,0.065036,0,0,0.570372,0.600347,0.762696,0.759632,0.554506,FAKE
0.040682,0.279614,0.049546,0.30503,0.030173,0,0,0,0.144306,0.458952,0.149795,0.392319,0.431717,FAKE
0.049442,0.04602,0.022819,0.427898,0.034789,0,0.751512,0,0.452265,0.337456,0.975873,0.936959,0.730575,FAKE
0.108896,0.204563,0.130139,0.031315,0.38152,0.620279,0,0,0.579027,0.435213,0.744754,0.817067,0.432704,REAL
0.079081,0.049743,0.060951,0.130406,0.722652,0,0,0,0.075316,0.285117,0.576236,0.687104,0.203035,REAL
0.133705,0.286678,0.091694,0.015013,0.486704,0,0,0.446712,0.685482,0.443229,0.957713,0.834129,0.750524,FAKE
0.090244,0.149738,0.005736,0.685255,0.043899,0,0,0,0.444252,0.366164,0.870059,0.876271,0.567692,REAL
0.163569,0.059594,0.150835,0.218925,0.237335,0,0,0,0.571666,0.357525,0.288769,0.269863,0.143595,REAL
0.188706,0.0992,0.062613,0.057491,0.088671,0,0,0,0.323363,0.658376,0.887798,0.598051,0.717224,REAL
0.149502,0.317094,0.066373,0.018754,0.328235,0,0,0,0.458178,0.743919,0.879503,0.927229,0.889834,REAL
0.089468,0.098944,0.063234,0.588733,0.148847,0,0,0,0.812447,0.632359,0.807648,0.133546,0.688179,REAL
0.321506,0.373523,0.297155,0.00609,0.186552,0.025497,0,0,0.563837,0.783302,0.949692,0.533417,0.835276,REAL
0.029613,0.024473,0.019451,0.389138,0.251153,0.862286,0,0,0.00334,0.393268,0.288705,0.639393,0.121561,FAKE
0.158095,0.037531,0.421253,0.033959,0.397734,0,0,0,0.777971,0.55125,0.844253,0.546936,0.761555,FAKE
0.221595,0.1642,0.055197,0.181782,0.312562,0,0,0,0.479239,0.862989,0.568384,0.497987,0.976708,FAKE
0.398288,0.164043,0.080963,0.322667,0.125505,0.653099,0,0,0.468632,0.473116,0.352474,0.539247,0.142717,FAKE
0.174013,0.309363,0.133866,0.024632,0.397302,0.642915,0,0,0.415935,0.403695,0.854714,0.666424,0.589925,REAL
0.298913,0.604374,0.010397,0.023455,0.165522,0,0,0,0.235392,0.299883,0.6497,0.601913,0.477204,REAL
0.186896,0.241114,0.102961,0.004207,0.365836,0.944551,0,0,0.39062,0.317119,0.609887,0.625219,0.441776,REAL
0.752707,0.243203,0.070743,0.02837,0.051275,0.934054,0,0,0.75861,0.242441,0.748497,0.559545,0.448136,FAKE
0.096319,0.065143,0.490708,0.084847,0.254864,0.347997,0.80026,0,0.509297,0.361636,0.594783,0.594485,0.667963,FAKE
0.471571,0.342813,0.039459,0.003829,0.193493,0.212313,0.874372,0,0.829046,0.4597,0.764742,0.693248,0.661863,REAL
0.030722,0.057864,0.716044,0.004085,0.296229,0,0,0,0.563152,0.520265,0.824277,0.754007,0.782446,REAL
0.115492,0.211323,0.159847,0.014553,0.482421,0,0.751512,0,0.443556,0.365675,0.567259,0.644412,0.762759,REAL
0.210805,0.063619,0.27007,0.068342,0.560621,0.459587,0,0.213386,0.273201,0.388029,0.831429,0.822108,0.598283,FAKE
0.301928,0.077113,0.088641,0.02878,0.232815,0,0,0,0.241466,0.429322,0.542617,0.669086,0.782564,FAKE
0.187224,0.596121,0.121223,0.037436,0.169748,0.687768,0,0,0.01717,0.411362,0.388771,0.555242,0.514605,FAKE
0.094642,0.430702,0.023958,0.045176,0.109843,0,0,0,0.346631,0.345933,0.653758,0.683351,0.686777,REAL
0.09636,0.109491,0.12182,0.046681,0.702878,0,0,0,0.233266,0.27924,0.576042,0.574512,0.409286,FAKE
0.243192,0.167887,0.091037,0.003493,0.493958,0,0.422119,0,0.025103,0.652435,0.174989,0.397834,0.775163,FAKE
0.636221,0.09564,0.084253,0.073744,0.014042,0,0,0,0.589141,0.29852,0.685658,0.48407,0.738424,REAL
0.076513,0.163721,0.054943,0.349262,0.120385,0.620279,0,0,0.567003,0.41568,0.590282,0.520152,0.658297,FAKE
0.341352,0.12991,0.235167,0.005966,0.201339,0,0,0,0.408401,0.623256,0.651554,0.681709,0.671125,FAKE
0.258035,0.042494,0.080843,0.162599,0.14776,0.054654,0,0,0.622858,0.047306,0.080393,0.100151,0.521563,FAKE
0.456404,0.113374,0.138816,0.068988,0.362807,0.560098,0,0,0.58747,0.302155,0.625976,0.628547,0.65092,REAL
0.172196,0.145181,0.032718,0.032023,0.743163,0,0.849827,0,0.462891,0.157637,0.780453,0.164616,0.642805,FAKE
0.154004,0.096162,0.059151,0.014898,0.046694,0,0.961633,0,0.039535,0.316845,0.645588,0.54241,0.758748,FAKE
0.274226,0.095883,0.278814,0.010109,0.109487,0.506763,0,0,0.201411,0.283916,0.554028,0.63193,0.331885,REAL
0.072902,0.028856,0.679326,0.027902,0.11914,0.801827,0,0.681699,0.436197,0.27938,0.532263,0.664615,0.333296,FAKE
0.129906,0.099442,0.10868,0.022813,0.61352,0,0,0,0.090122,0.298832,0.188167,0.4997,0.496327,FAKE
0.145823,0.489502,0.109334,0.025592,0.310254,0.589295,0.509368,0,0.231645,0.328306,0.292425,0.256767,0.295136,FAKE
0.164182,0.446534,0.09184,0.253859,0.1084,0.212313,0,0,0.20031,0.424376,0.439271,0.610259,0.61855,REAL
0.172113,0.023165,0.179083,0.245351,0.27626,0,0,0,0.728841,0.682624,0.147179,0.392073,0.83479,FAKE
0.310828,0.35687,0.060911,0.000511,0.467129,0,0,0.401017,0.068128,0.32216,0.865892,0.52792,0.875607,FAKE
0.110593,0.016801,0.098891,0.617767,0.127478,0,0,0,0.392571,0.294053,0.499587,0.549082,0.437685,REAL
0.328061,0.05619,0.213582,0.049225,0.27276,0.560098,0,0,0.358511,0.524688,0.458234,0.675171,0.478616,FAKE
0.105423,0.100019,0.064641,0.094695,0.227863,0,0,0,0.670389,0.26113,0.848777,0.864181,0.638264,REAL
0.295004,0.270169,0.283628,0.014268,0.218407,0.687768,0,0.647986,0.703737,0.533787,0.772983,0.737219,0.751291,FAKE
0.236939,0.127168,0.288122,0.039703,0.537947,0.801827,0,0,0.082317,0.262084,0.935239,0.704442,0.10998,FAKE
0.136702,0.086039,0.055427,0.130098,0.178424,0,0,0,0.43682,0.282747,0.589726,0.610017,0.42544,FAKE
0.182217,0.090616,0.107848,0.410773,0.193712,0.116314,0,0,0.77514,0.338347,0.701055,0.632733,0.726491,FAKE
0.074528,0.020126,0.014955,0.777459,0.12776,0,0.825035,0,0.704166,0.215825,0.759085,0.676612,0.386749,FAKE
0.156898,0.319353,0.145553,0.026339,0.201755,0.144719,0.091689,0,0.559657,0.361649,0.836446,0.583764,0.957863,REAL
0.030475,0.58723,0.008798,0.17096,0.239024,0,0,0,0.223142,0.262558,0.491882,0.517115,0.354373,FAKE
0.15139,0.112262,0.252338,0.15747,0.298047,0.506763,0,0,0.909997,0.560274,0.518621,0.550171,0.55852,FAKE
0.178449,0.128323,0.2867,0.020652,0.324861,0,0,0,0.568187,0.486249,0.249315,0.421513,0.240374,REAL
0.131688,0.044538,0.113126,0.000524,0.767408,0.094752,0,0,0.176876,0.292603,0.672897,0.648964,0.761425,REAL
0.035468,0.156502,0.136068,0.022849,0.653489,0,0,0,0.143458,0.280192,0.544409,0.604255,0.434327,REAL
0.019296,0.039726,0.106336,0.603721,0.171666,0,0,0.647986,0.701069,0.459284,0.852726,0.909046,0.834299,FAKE
0.08173,0.075266,0.083464,0.067729,0.123041,0,0,0,0.33499,0.272304,0.600933,0.597411,0.30562,FAKE
0.04745,0.014043,0.145643,0.032255,0.030071,0.417844,0,0,0.769822,0.294484,0.511365,0.54661,0.519047,FAKE
0.218053,0.602714,0.017984,0.024305,0.080907,0.589295,0,0,0.235498,0.175619,0.292051,0.673353,0.196487,FAKE
0.075654,0.124072,0.086678,0.06407,0.302161,0,0,0,0.335691,0.392034,0.717496,0.620654,0.629152,REAL
0.138204,0.094809,0.123468,0.001424,0.127889,0.560098,0,0,0.141661,0.281954,0.596691,0.610489,0.673244,REAL
0.433472,0.050752,0.078142,0.03228,0.334068,0,0,0,0.062121,0.412618,0.590405,0.279382,0.283552,FAKE
0.084183,0.019655,0.048921,0.719627,0.077786,0.803567,0,0,0.431744,0.222574,0.448232,0.501758,0.184117,FAKE
0.118496,0.741778,0.019276,0.017583,0.070511,0,0,0.681699,0.534403,0.382621,0.811214,0.628338,0.73093,FAKE
0.051924,0.129013,0.369512,0.204125,0.205919,0,0,0,0.524632,0.364772,0.711487,0.573761,0.520185,REAL
0.457879,0.309809,0.103716,0.002603,0.332907,0.453849,0.598602,0,0.284637,0.605362,0.785973,0.562513,0.801319,FAKE
0.161174,0.06144,0.130247,0.018804,0.221407,0,0.618451,0,0.230284,0.409981,0.574174,0.723366,0.542975,FAKE
0.080969,0.011541,0.139639,0.092576,0.079877,0,0,0,0.4009,0.955849,0.529602,0.667265,0.956551,FAKE
0.039422,0.07402,0.017634,0.008271,0.909868,0,0,0,0.342605,0.243614,0.342266,0.630655,0.14577,FAKE
0.049215,0.038088,0.052474,0.538129,0.247137,0.635197,0,0,0.00149,0.052746,0.392054,0.236368,0.444213,FAKE
0.271297,0.259497,0.113592,0.012468,0.340676,0,0,0,0.118285,0.136951,0.702226,0.491464,0.59258,FAKE
0.353503,0.091429,0.11158,0.11784,0.477013,0.731735,0,0,0.173897,0.583502,0.417925,0.62749,0.6589,REAL
0.191615,0.00399,0.086316,0.33582,0.127529,0.182902,0,0,0.276858,0.291788,0.598888,0.617704,0.41619,REAL
0.245461,0.202031,0.062882,0.031103,0.254327,0.078097,0,0,0.80046,0.524686,0.619055,0.727113,0.897852,REAL
0.429755,0.152539,0.269134,0.014331,0.300555,0,0,0,0.866335,0.806333,0.992121,0.9903,0.910333,FAKE
0.096643,0.137225,0.077759,0.163115,0.29567,0,0,0,0.600376,0.840463,0.702277,0.573897,0.626933,FAKE
0.54239,0.069788,0.275555,0.002762,0.29876,0,0,0,0.627598,0.216117,0.29858,0.278094,0.229637,REAL
0.244748,0.119667,0.316947,0.144845,0.35587,0,0,0,0.76838,0.288851,0.473587,0.74282,0.337763,FAKE
0.040386,0.6193,0.022028,0.025432,0.222038,0.022269,0.687806,0,0.436452,0.874873,0.886795,0.771718,0.93127,FAKE
0.048309,0.0399,0.010462,0.677544,0.179794,0,0,0,0.318738,0.449014,0.768064,0.69952,0.888595,REAL
0.051646,0.088371,0.849401,0.005924,0.08129,0,0,0.808202,0.284644,0.058414,0.078457,0.537897,0.036859,FAKE
0.454706,0.203312,0.049139,0.152773,0.282598,0.560098,0,0,0.69421,0.45081,0.718948,0.727318,0.810465,REAL
0.182059,0.155257,0.066532,0.017499,0.467998,0.762356,0,0,0.751609,0.472705,0.423438,0.678098,0.275633,FAKE
0.308057,0.325211,0.207661,0.026587,0.285799,0,0,0,0.572037,0.359747,0.620056,0.598837,0.720679,FAKE
0.015386,0.003781,0.017814,0.621527,0.017817,0,0,0,0.252619,0.2856,0.551142,0.605596,0.461086,REAL
0.201307,0.142707,0.202654,0.024574,0.146822,0.060603,0,0.839577,0.485277,0.467408,0.643012,0.478732,0.816356,FAKE
0.131357,0.206088,0.06384,0.051889,0.428558,0,0,0,0.517958,0.235789,0.544883,0.529187,0.241781,REAL
0.109878,0.082359,0.040849,0.000984,0.287392,0.882284,0,0,0.822579,0.543314,0.66623,0.782177,0.472318,FAKE
0.087115,0.16706,0.075679,0.250708,0.171428,0,0,0,0.157087,0.285883,0.544261,0.606938,0.257555,REAL
0.206549,0.451012,0.085152,0.001112,0.41129,0,0,0,0.912728,0.689269,0.749161,0.921954,0.517789,REAL
0.341142,0.014064,0.250623,0.083055,0.190383,0.939116,0,0,0.298773,0.606491,0.284627,0.722672,0.83251,FAKE
0.065216,0.114885,0.084524,0.016797,0.207914,0.587989,0,0,0.888887,0.679384,0.817763,0.428871,0.891808,REAL
0.380089,0.056973,0.361956,0.19679,0.187809,0.769135,0.660207,0,0.345184,0.386965,0.65434,0.394373,0.506771,FAKE
0.355844,0.238374,0.072872,0.000818,0.491853,0,0,0,0.575226,0.259981,0.546296,0.559784,0.093743,FAKE
0.112649,0.054485,0.102532,0.097699,0.173102,0,0,0,0.288871,0.272998,0.540739,0.598079,0.120119,REAL
0.045615,0.055347,0.090939,0.315335,0.353448,0,0,0,0.220382,0.545016,0.571243,0.779864,0.482482,FAKE
0.014427,0.003776,0.059875,0.885384,0.034963,0,0,0,0.098314,0.234982,0.493069,0.373433,0.166832,FAKE
0.11415,0.032357,0.10499,0.211221,0.145682,0.944551,0,0,0.51318,0.410344,0.772786,0.359289,0.235912,FAKE
0.080013,0.017168,0.032459,0.00321,0.295408,0.687768,0,0,0.031732,0.219903,0.490513,0.462384,0.589917,FAKE
0.090318,0.054094,0.061397,0.022614,0.46881,0,0,0,0.209297,0.27576,0.565659,0.57582,0.235326,REAL
0.041599,0.052035,0.102418,0.611584,0.043514,0,0,0,0.409433,0.499915,0.372923,0.536972,0.4927,REAL
0.081112,0.188114,0.064254,0.219993,0.085303,0,0,0,0.014557,0.607288,0.46656,0.638136,0.732412,REAL
0.109032,0.219821,0.044221,0.085775,0.256203,0.855572,0.397164,0,0.696934,0.71594,0.847797,0.387715,0.923111,REAL
0.440519,0.112338,0.046715,0.001768,0.600541,0.106994,0,0,0.947228,0.662674,0.90426,0.679419,0.762371,FAKE
0.415576,0.053631,0.011087,0.084404,0.045885,0.868982,0,0,0.944563,0.617577,0.615547,0.395737,0.880913,FAKE
0.05032,0.120025,0.067528,0.06856,0.219717,0,0,0,0.310021,0.335636,0.573333,0.591689,0.450588,REAL
0.269008,0.276198,0.382803,0.047682,0.087624,0.703409,0,0,0.722346,0.47872,0.699308,0.719979,0.654093,REAL
0.167014,0.137815,0.085466,0.530552,0.103268,0,0,0,0.285815,0.245583,0.95815,0.749535,0.639721,FAKE
0.057583,0.281414,0.058404,0.379955,0.167422,0,0,0,0.710934,0.671511,0.819251,0.424887,0.842916,REAL
0.148456,0.092805,0.201415,0.03722,0.558613,0,0,0.681699,0.723254,0.307802,0.746175,0.656031,0.540692,FAKE
0.399434,0.243627,0.100459,0.048463,0.270441,0.560098,0,0,0.568008,0.344383,0.641283,0.632,0.728529,FAKE
0.158389,0.044345,0.065703,0.012784,0.184432,0,0,0,0.108662,0.294373,0.626058,0.610886,0.469518,FAKE
0.18061,0.128074,0.25962,0.020686,0.138753,0,0,0,0.254443,0.241231,0.667679,0.702369,0.188297,REAL
0.287301,0.015129,0.344684,0.022462,0.228105,0,0,0,0.866262,0.341079,0.593319,0.432541,0.334677,FAKE
0.283805,0.134765,0.123498,0.009944,0.531709,0.182902,0,0.946222,0.282066,0.278969,0.558044,0.602642,0.389261,REAL
0.168598,0.543827,0.009676,0.05364,0.294612,0.694442,0,0,0.384737,0.349304,0.806193,0.49843,0.647857,REAL
0.454112,0.084053,0.55575,0.056468,0.038988,0,0.751512,0,0.851227,0.637849,0.830423,0.512579,0.916161,REAL
0.035237,0.136997,0.119703,0.669412,0.047876,0,0,0.5538,0.258865,0.189143,0.542356,0.706861,0.098491,FAKE
0.224474,0.117157,0.412749,0.004062,0.247323,0,0,0,0.238045,0.282808,0.537673,0.596756,0.314614,REAL
0.173498,0.103218,0.031196,0.630772,0.092157,0,0,0,0.326627,0.651725,0.321664,0.538089,0.662001,FAKE
0.54948,0.205429,0.076958,0.227252,0.062011,0.347997,0,0,0.612383,0.239528,0.610384,0.570736,0.264926,FAKE
0.467761,0.276721,0.318245,0.015764,0.12899,0,0,0.856622,0.062423,0.127934,0.518334,0.444126,0.363961,FAKE
0.177914,0.440364,0.033939,0.006081,0.064466,0,0,0,0.880543,0.453702,0.864046,0.542558,0.666898,FAKE
0.243547,0.004915,0.087336,0.018352,0.076431,0.931038,0,0.615352,0.385802,0.371237,0.590091,0.68549,0.391379,REAL
0.246987,0.220257,0.168708,0.008024,0.552998,0,0,0,0.140594,0.273557,0.333536,0.356116,0.289401,FAKE
0.093963,0.063909,0.090092,0.590176,0.070982,0,0,0,0.216236,0.275436,0.58449,0.60004,0.525413,REAL
0.085642,0.111341,0.074565,0.093623,0.187941,0,0,0,0.554697,0.332148,0.703324,0.649597,0.849609,FAKE
0.215594,0.171314,0.086407,0.087168,0.248074,0.762356,0.704642,0,0.387787,0.297291,0.56563,0.600187,0.507695,FAKE
0.184193,0.412401,0.229919,0.010697,0.363431,0.687768,0,0,0.301911,0.282073,0.55703,0.60105,0.435341,REAL
0.101204,0.245785,0.102115,0.025787,0.599572,0.182902,0,0,0.439251,0.314973,0.693442,0.499381,0.70075,REAL
0.177359,0.533563,0.070136,0.005419,0.219911,0,0,0,0.713581,0.599485,0.807706,0.45562,0.568629,FAKE
0.398133,0.094311,0.224609,0.015205,0.34729,0,0,0,0.204828,0.578816,0.581296,0.600299,0.544429,REAL
0.157875,0.364898,0.101136,0.058563,0.242258,0,0,0,0.650322,0.375322,0.767848,0.632661,0.597161,REAL
0.338194,0.288603,0.020285,0.169111,0.168272,0.920855,0,0,0.649418,0.391628,0.120407,0.062195,0.290543,FAKE
0.047218,0.142897,0.105682,0.031838,0.693909,0,0,0,0.316658,0.627833,0.520136,0.638754,0.752769,REAL
0.231829,0.174573,0.017099,0.365829,0.261773,0.653099,0,0,0.837671,0.284873,0.869252,0.608444,0.823759,REAL
0.210591,0.538981,0.089468,0.002441,0.327758,0.039518,0,0,0.76478,0.487988,0.851602,0.842182,0.793911,REAL
0.077055,0.026796,0.164223,0.393538,0.094756,0.936566,0.475198,0,0.319298,0.212866,0.626721,0.500244,0.268357,FAKE
0.117879,0.156084,0.031543,0.000407,0.345249,0,0.579436,0,0.277597,0.519526,0.432087,0.701601,0.630293,FAKE
0.341998,0.316557,0.070436,0.033079,0.198729,0,0.314,0,0.182001,0.974444,0.744886,0.954347,0.941986,FAKE
0.206191,0.086642,0.085098,0.002048,0.784543,0,0,0,0.143448,0.271179,0.500499,0.651708,0.237746,REAL
0.122249,0.307839,0.39212,0.000803,0.396415,0,0,0.91961,0.190975,0.229787,0.313295,0.600551,0.33917,FAKE
0.046387,0.253425,0.126605,0.145958,0.230495,0,0,0,0.711123,0.302673,0.640633,0.537505,0.585104,FAKE
0.116253,0.296139,0.112428,0.053246,0.266959,0,0,0,0.252461,0.129904,0.85353,0.144122,0.421899,REAL
0.110905,0.150688,0.171592,0.054633,0.599076,0.829888,0,0,0.155706,0.086323,0.347524,0.295477,0.040584,REAL
0.06522,0.130726,0.052893,0.008133,0.827505,0.711887,0,0.91961,0.06535,0.229081,0.441913,0.454665,0.287104,FAKE
0.160156,0.098591,0.278513,0.058752,0.604834,0.620279,0,0.946222,0.406953,0.461863,0.675871,0.561497,0.75796,FAKE
0.49311,0.153665,0.160974,0.00111,0.393844,0.551743,0,0,0.376485,0.553292,0.518371,0.683036,0.864329,REAL
0.188085,0.153031,0.012981,0.293555,0.426363,0.380851,0,0,0.435253,0.33061,0.739729,0.393736,0.651164,FAKE
0.120037,0.111862,0.153481,0.052068,0.112735,0,0,0,0.129339,0.194725,0.701455,0.600552,0.545055,REAL
0.487995,0.08164,0.048657,0.046536,0.260916,0,0,0,0.089186,0.351906,0.789276,0.615845,0.230882,REAL
0.069695,0.010159,0.098453,0.707339,0.045542,0,0,0,0.367392,0.336605,0.593006,0.604826,0.420295,REAL
0.156794,0.166248,0.129887,0.029248,0.225467,0.868982,0,0,0.120146,0.343098,0.538669,0.558998,0.598905,REAL
0.521644,0.120853,0.087815,0.034436,0.431146,0.001121,0,0,0.043358,0.685755,0.024553,0.158505,0.664124,FAKE
0.232283,0.158122,0.348947,0.016202,0.471934,0,0,0,0.561737,0.447356,0.667886,0.624745,0.906978,FAKE
0.110455,0.642856,0.030891,0.041011,0.184224,0,0,0.716301,0.358456,0.680903,0.829274,0.597528,0.862944,REAL
0.020003,0.104434,0.024036,0.690603,0.133776,0,0,0,0.307574,0.313723,0.619242,0.661179,0.500512,FAKE
0.052579,0.138026,0.706878,0.006354,0.094965,0.653099,0,0.786991,0.18733,0.429748,0.658013,0.678626,0.742758,REAL
0.066164,0.288719,0.03721,0.306452,0.295709,0,0,0,0.218065,0.441,0.33422,0.320851,0.543347,FAKE
0.125733,0.541788,0.023906,0.123656,0.23241,0.8152,0,0,0.288977,0.274434,0.543325,0.599483,0.290988,FAKE
0.090998,0.065215,0.178841,0.142394,0.375414,0,0,0,0.288422,0.277924,0.39981,0.096612,0.268231,FAKE
0.164099,0.076439,0.188859,0.018801,0.395336,0,0,0,0.291451,0.275287,0.547682,0.600752,0.396264,REAL
0.095734,0.086349,0.118462,0.0046,0.62189,0,0,0,0.13173,0.275212,0.545359,0.594634,0.315215,FAKE
0.241997,0.174356,0.564526,0.032286,0.126739,0,0.849827,0,0.142022,0.433939,0.573161,0.630712,0.613672,REAL
0.273704,0.412311,0.024171,0.085326,0.288319,0.039518,0,0,0.229289,0.581182,0.902637,0.613251,0.606306,REAL
0.337382,0.651643,0.008152,0.010907,0.069892,0,0,0,0.449869,0.653989,0.762815,0.694874,0.932348,FAKE
0.741836,0.291988,0.073669,0.007535,0.04819,0.762356,0,0,0.536018,0.327728,0.747918,0.621274,0.22152,FAKE
0.116898,0.185973,0.131272,0.374229,0.165408,0,0,0,0.114781,0.09574,0.561474,0.536974,0.009098,FAKE
0.047889,0.216276,0.386925,0.005461,0.443587,0.653099,0,0,0.312872,0.422812,0.610467,0.6006,0.801753,REAL
0.12251,0.308433,0.038155,0.009655,0.637286,0.039518,0,0,0.355913,0.330778,0.874016,0.679623,0.682588,FAKE
0.190561,0.633227,0.104568,0.005507,0.228296,0,0,0,0.456391,0.207131,0.527074,0.696496,0.065119,FAKE
0.789624,0.134686,0.072056,0.014299,0.067967,0,0,0.497569,0.596359,0.714408,0.509981,0.627176,0.896709,FAKE
0.114891,0.741984,0.047302,0.005028,0.152902,0,0,0,0.151074,0.367153,0.666642,0.586733,0.510222,REAL
0.108805,0.496497,0.064732,0.186089,0.173316,0.801827,0,0,0.081627,0.346057,0.339569,0.577438,0.189917,REAL
0.106799,0.094375,0.130322,0.012692,0.064479,0.212313,0,0,0.431166,0.468893,0.706325,0.698517,0.812981,FAKE
0.243874,0.345087,0.243036,0.09347,0.251278,0.347997,0,0,0.471006,0.707817,0.883939,0.470376,0.690788,REAL
0.669728,0.095479,0.14805,0.002841,0.168255,0.653099,0,0.786991,0.634257,0.153824,0.985563,0.710835,0.117739,REAL
0.254877,0.64352,0.113022,0.00367,0.115217,0.687768,0,0,0.464852,0.298071,0.616933,0.594452,0.384572,REAL
0.073553,0.328979,0.022571,0.009045,0.244933,0.646387,0,0,0.350402,0.361057,0.641424,0.742606,0.540122,REAL
0.135783,0.474102,0.14264,0.010687,0.227523,0,0,0.983475,0.53167,0.285578,0.566546,0.254929,0.312584,FAKE
0.400302,0.6076,0.039513,0.005121,0.110393,0,0,0,0.190443,0.446198,0.812204,0.728625,0.508262,REAL
0.108455,0.099414,0.13738,0.053897,0.568468,0,0,0,0.427339,0.317227,0.600406,0.63398,0.741301,REAL
0.043949,0.011042,0.214454,0.233015,0.530457,0,0.828525,0,0.02846,0.293074,0.907746,0.965224,0.153367,FAKE
0.040353,0.043097,0.012386,0.154148,0.03842,0,0,0,0.084634,0.224619,0.695839,0.368367,0.454958,REAL
0.281682,0.069515,0.325964,0.111293,0.327712,0.138368,0.543112,0,0.281213,0.602189,0.407967,0.266099,0.840919,FAKE
0.045826,0.147947,0.093063,0.013156,0.093121,0.235443,0,0,0.535414,0.280971,0.573616,0.600232,0.472207,FAKE
0.224909,0.360638,0.011707,0.012902,0.2944,0,0,0.786991,0.327595,0.397969,0.743517,0.534122,0.823042,REAL
0.14712,0.19925,0.607748,0.018155,0.152335,0,0,0,0.11682,0.346495,0.846348,0.836957,0.305209,REAL
0.378391,0.146985,0.093697,0.011777,0.393937,0.065036,0,0,0.402773,0.436671,0.569698,0.578096,0.659547,FAKE
0.220256,0.153902,0.039882,0.050832,0.160271,0.762356,0,0,0.631276,0.309669,0.634924,0.550612,0.299012,FAKE
0.036,0.234782,0.034684,0.027939,0.400269,0,0,0.497569,0.949798,0.271721,0.656721,0.348876,0.446137,REAL
0.616307,0.289134,0.033095,0.004388,0.247904,0.788547,0,0.909883,0.446458,0.473661,0.906703,0.67587,0.688375,FAKE
0.278303,0.566422,0.024873,0.011394,0.231659,0,0,0,0.068316,0.269417,0.607205,0.570836,0.253249,FAKE
0.254757,0.365479,0.168546,0.002393,0.364183,0.078097,0,0.822231,0.467199,0.332224,0.582765,0.665064,0.671463,FAKE
0.052726,0.052764,0.175897,0.041066,0.470158,0,0,0,0.310948,0.329318,0.755215,0.620044,0.355188,REAL
0.252341,0.214699,0.321321,0.089571,0.261439,0,0,0,0.771331,0.038973,0.428365,0.615183,0.347759,FAKE
0.275221,0.108989,0.574269,0.005975,0.240533,0,0,0,0.180591,0.27928,0.535758,0.597906,0.411407,REAL
